label,area,perimeter,eccentricity,solidity,equivalent_diameter,centroid_x,centroid_y,min_intensity,max_intensity,mean_intensity
100,16.0,13.242640687119286,0.3702131226557593,0.8888888888888888,4.51351666838205,177.9375,260.3125,0.5078839063644409,0.6384440660476685,0.57934153
101,46.0,26.72792206135785,0.9018288876812468,0.92,7.653039857325812,123.5,261.3695652173913,0.5960488319396973,0.6385054588317871,0.6200406
102,18.0,13.65685424949238,0.8659164137144998,0.8571428571428571,4.787307364817192,167.27777777777777,261.27777777777777,0.602920413017273,0.6091784834861755,0.6057427
103,23.0,16.48528137423857,0.7651559250812817,0.9583333333333334,5.4115163798060095,306.95652173913044,262.60869565217394,0.6030431389808655,0.6372783780097961,0.6204381
104,13.0,10.207106781186548,0.7743457464718221,0.9285714285714286,4.068428945128219,172.69230769230768,263.9230769230769,0.6171544194221497,0.624087393283844,0.62111884
105,73.0,34.14213562373095,0.8675694629388646,0.9125,9.640875829802336,374.027397260274,267.90410958904107,0.5735321044921875,0.6429228782653809,0.6096021
106,31.0,19.449747468305834,0.6934636324221936,0.9117647058823529,6.282549314314218,396.5806451612903,267.8709677419355,0.5873979926109314,0.6351310014724731,0.6124855
107,10.0,8.207106781186548,0.6546536707079772,0.9090909090909091,3.5682482323055424,181.9,269.2,0.5230996012687683,0.6155592203140259,0.53260934
108,22.0,15.86396103067893,0.9108655708319222,0.88,5.292567428401227,120.95454545454545,270.8636363636364,0.524756133556366,0.6221854090690613,0.5625527
109,34.0,21.65685424949238,0.9175241103739916,1.0,6.579524642479541,154.5,270.5,0.49904900789260864,0.5652493834495544,0.5537726
110,23.0,16.035533905932738,0.7140352785826022,0.92,5.4115163798060095,197.82608695652175,270.60869565217394,0.5208294987678528,0.6130437254905701,0.5340845
111,16.0,11.65685424949238,0.5773502691896258,1.0,4.51351666838205,221.0,270.5,0.633044958114624,0.6337811946868896,0.63337094
112,20.0,15.65685424949238,0.8254856875073395,0.7692307692307693,5.046265044040321,98.9,271.35,0.5406466722488403,0.63733971118927,0.61171854
113,15.0,12.242640687119286,0.8118962350262185,0.9375,4.370193722368317,386.4,271.06666666666666,0.6113258600234985,0.6371556520462036,0.6261733
114,11.0,8.414213562373096,0.674199862463242,0.8461538461538461,3.742410318509555,301.1818181818182,272.0,0.5450640916824341,0.6367875337600708,0.5621037
